class,area,perimeter,aspect_ratio,circularity,compactness,convexity,hu1,hu2,hu3,hu4,hu5,hu6,hu7
Pongamia_Pinnata_(P9),88962.0,2222.1231585774735,1.4102564057363576,0.2264009010140344,0.01801641125842124,0.9247897543486305,0.7628722074685934,2.3913106837078972,4.3839525918532445,5.523114810128777,10.485617292551089,6.7791526296242415,-11.173127904855974
Pongamia_Pinnata_(P9),48195.0,1626.9240610230004,1.199999995,0.22881120297888208,0.018208216994446046,0.9072683119499394,0.766907271432209,2.526443669999773,3.7997862912718294,4.8957148384930855,9.273714622505038,6.267388001828344,9.686434540096597
Pongamia_Pinnata_(P9),29834.0,1232.3077913133243,1.619047609410431,0.24687832419532663,0.01964595281896485,0.9065605153329922,0.7438911738190627,2.1810535063117342,4.028465018421204,5.017346010029046,9.547132015715665,6.128340527603656,-10.293250113837843
Pongamia_Pinnata_(P9),37376.0,1521.54538136656,1.7272727174586777,0.20287702370116675,0.01614444058090615,0.9067003056400296,0.7174317154515218,1.9743163098679264,3.9920870029719997,4.849598147176347,9.270858627376215,5.849935821813916,-10.628487950175355
Pongamia_Pinnata_(P9),100190.0,2369.5373721398464,1.474999995390625,0.22423691772035703,0.01784420693944272,0.9242619926113999,0.7312124801835865,2.0627836227239698,4.095896042869269,5.234009832771216,10.01534243839126,6.501706466030679,10.089998503788399
Pongamia_Pinnata_(P9),70909.0,2037.417531092702,1.4598540092706058,0.21466001098974113,0.01708210091658894,0.9187721889538629,0.7537935878298321,2.5173733637248032,3.061023460936824,4.2769617271169125,7.972656046031868,5.613027825873699,8.414275891647318
Pongamia_Pinnata_(P9),132189.0,2504.9343417595164,1.326086952918242,0.26473568602793857,0.02106699652208522,0.9300111863840519,0.7617345578809164,2.4015750701441605,4.012962662475537,5.1625341889970535,9.843057792405098,6.445558176862502,9.979682395089604
Pongamia_Pinnata_(P9),75987.0,2119.287588777791,1.8054474637920332,0.21260299252038103,0.016918408587873947,0.9021370058066944,0.7361596949913294,2.115473640344645,4.135676904977757,4.839646913801424,9.32730885921039,5.8998593569223665,-12.71741790361751
Pongamia_Pinnata_(P9),70470.0,2124.2997820866103,1.1052631542590028,0.19623773674434214,0.015616102912014056,0.9050046874683114,0.7546488623768525,2.294798951666967,4.434957872747241,5.921004316395845,12.758319402368752,-7.490504273861733,11.099089688466314
Pongamia_Pinnata_(P9),89304.0,2248.1343058657667,1.878787871671258,0.22204258259812554,0.017669587298691072,0.929407724240226,0.7313816057632089,2.0556716308891807,4.651773327539761,5.8873834845444195,11.360318655856538,7.291027613507334,11.265010230684023
Pongamia_Pinnata_(P9),102958.0,2237.2348109291547,1.34999999578125,0.2584918323885613,0.02057012643676061,0.9440318350943131,0.7667072569728246,2.4935155316961795,3.6758719893880993,4.997632330552637,9.425121181975927,6.384796839689119,9.567661023156466
Pongamia_Pinnata_(P9),43635.0,1872.712949628457,1.592417054064374,0.1563516314047331,0.012442067499272647,0.8691019180419244,0.7019393003899208,1.9003569621099468,3.389500405746088,4.044242080823583,7.762747952398497,4.998556545708891,-8.823597777927473
Pongamia_Pinnata_(P9),35458.0,1632.1788950189396,1.7826086859640833,0.16725864876729368,0.013310020363092968,0.8766967486493584,0.6944585396129429,1.8421576757878062,4.522931103647078,5.202718711489254,10.08230767600019,6.3857975663721165,10.630059319039294
Pongamia_Pinnata_(P9),52003.0,1584.9240610230006,1.1935483822840791,0.26014851146435947,0.020701960768775708,0.9221044045513493,0.77145243646789,2.568476241258165,3.802718870387492,5.230891851089801,9.753246558973222,6.516969725624624,-10.546722187506075
Pongamia_Pinnata_(P9),82544.0,2211.3180720498403,1.4444444394290124,0.212125531806511,0.016880413471501647,0.9289741713923925,0.7678790531054409,2.459694254149153,4.489177544471767,5.685434143633928,10.844105734077099,7.03603060905655,11.049078721811647
Pongamia_Pinnata_(P9),89870.0,2358.117061923064,1.5439189137029767,0.2030924994776455,0.016161587598377727,0.9109246082333828,0.7455108368534182,2.2348502809365405,3.6280818166625353,4.758398687365618,9.18321641969032,6.588579301003172,9.043262201790014
Pongamia_Pinnata_(P9),68066.0,1752.7951647286159,1.3522727221504822,0.2784054677768501,0.022154803190248536,0.9356794281265286,0.778696247001743,2.719179974099725,4.004072764078328,5.447419134328336,10.176410438008604,6.8094148564934995,11.08753182764942
Pongamia_Pinnata_(P9),47541.0,1876.4997461928606,1.0359712192950676,0.16966066176750877,0.013501166484270582,0.8913157598543006,0.7525452653176663,2.652289835846131,2.927891866358618,4.595068205231163,9.06992900227436,-6.751999530893815,8.364832442606202
Pongamia_Pinnata_(P9),72612.0,1994.192134348286,1.4687499942626954,0.22944799399058072,0.01825889121306021,0.9322377712038487,0.7537552506982049,2.271129579677638,4.733896300789075,6.377463064203584,12.4798541064326,8.129657929408047,-11.951401118248683
Pongamia_Pinnata_(P9),63025.0,1862.937300352347,1.3636363584710745,0.2282055706398444,0.018160022304218967,0.9223485679863848,0.7546860062873079,2.3114556686752126,3.7232476516840345,4.818387667378056,9.094786256748558,5.992346225972103,9.887013691757716
Pongamia_Pinnata_(P9),62149.0,1877.1982310026956,1.3437499947509766,0.22162754540899432,0.017636559688582472,0.9181415275385119,0.761116764339937,2.433502121570861,3.7250521194930624,5.3997010802517105,-10.046118514563366,-6.6552899728521995,10.208876528155269
Pongamia_Pinnata_(P9),43071.0,1462.6275964667188,1.0829694275852864,0.2530039446862954,0.02013341420928619,0.9010103968181702,0.7801082417855202,3.0204511011619033,3.938491528381162,5.113637534292626,9.874932275906241,6.869629333033442,9.729432256288218
Pongamia_Pinnata_(P9),100755.0,2461.532321505963,1.4481707272921625,0.2089610712099078,0.016628593698417186,0.9250791901856946,0.7639724351375423,2.4961616978917274,3.615915989115281,5.307986407769143,-10.113696992257136,-6.694937920982979,9.819847920752819
Pongamia_Pinnata_(P9),70054.0,2051.571860025253,1.2162162121073776,0.20915552197780676,0.01664406759886675,0.9292213821338478,0.7877515473218829,3.253425738946383,3.916693131780123,5.656589324085177,10.447505162054902,7.296762820842979,-11.298293258152498
Pongamia_Pinnata_(P9),47760.0,1671.7180002623404,0.9696969660238751,0.2147574035423166,0.0170898511696703,0.9197173063043825,0.7752140582026623,2.7358754794237172,3.5965369585902867,5.169749613663484,9.617308659210247,6.673301359577579,9.848186261124713
Pongamia_Pinnata_(P9),75441.0,2011.8500346183048,1.4166666617476853,0.23422114023176577,0.018638726122252758,0.9237522652578275,0.7725964603495589,2.5992381725662272,4.295673754136897,5.633443240842524,10.645245368278067,7.150220021826175,-10.952400977134266
Pongamia_Pinnata_(P9),106703.0,2513.0825740376577,1.2272727237861571,0.21231123496778403,0.016895191259533843,0.9179463356223885,0.7815984517965046,2.8999356399734806,4.602776983863622,7.1175332907467075,-13.414047410131854,8.628436698819343,13.00894319764294
Pongamia_Pinnata_(P9),42458.0,1501.1372644585967,1.214285708864796,0.23677104152910614,0.01884164082018684,0.898772226907308,0.7875344136495384,3.103353688271425,4.3306702200946114,6.7911123440860575,-12.531082585557163,-8.73426579520989,12.477278967290594
Pongamia_Pinnata_(P9),121685.0,2503.4379130969846,1.5714285667517007,0.24399069286866248,0.019416162419232046,0.9356570013691675,0.7621826843398107,2.361874897936713,4.837571469195225,6.0385062673215515,11.529376340309424,7.2906731706449435,11.809357333561133
Pongamia_Pinnata_(P9),60412.0,2047.4530649986345,1.677419348074922,0.18109446131763654,0.014411039342632945,0.8725140455397608,0.7114615113442408,1.9609629538599775,3.5254021557765616,4.229547177275942,8.116335319879747,5.2365753024925725,8.795483194210677
Pongamia_Pinnata_(P9),63621.0,2042.4713549618646,1.5312499940185547,0.19164540301502545,0.015250656605339861,0.914134229910569,0.7578037775321196,2.3413655434250824,4.293195618361129,5.324562074336005,10.15860425678379,6.589685202244477,10.61389415246192
Pongamia_Pinnata_(P9),76219.0,1843.7596308226832,1.222222217978395,0.28175037763370225,0.02242098265920595,0.9292506888282505,0.7841015668195868,2.82953865575072,4.878170825103249,6.62077966623685,12.375114902119904,8.038920059602008,13.197739835347816
Pongamia_Pinnata_(P9),60185.0,1807.9555903155763,1.0857142818367347,0.23137829256545303,0.018412499492977293,0.9271497673702568,0.7935203049958323,3.8228091345586765,4.561906737055829,6.617285770397139,-12.646700876763266,9.05225253640701,12.237606073876504
Pongamia_Pinnata_(P9),36468.0,1404.8641404994282,1.158653840583395,0.23219515624568113,0.018477503439247565,0.9080225088165922,0.778858855006356,2.906043098304951,3.636132533986524,5.553032370815886,-10.26975239006347,-7.26720470868568,-10.3307812237767
Pongamia_Pinnata_(P9),99618.0,2571.6033893178283,1.6756756700146092,0.1892952443474225,0.015063636920840227,0.9239887583044347,0.7321022158972383,2.106067530205988,3.405884735173916,4.329389402353745,8.20850543340642,5.422728585629093,-8.841166512460624
Pongamia_Pinnata_(P9),82512.0,2044.0926753054239,1.3157894693559558,0.24815659077259897,0.019747674041145875,0.9376896414462449,0.7820231326372309,2.850539995461656,4.068407062279501,5.607215233808169,10.45763844813706,7.0874001361163215,11.06928592979786
Pongamia_Pinnata_(P9),64649.0,1861.458115632518,0.8139534860059492,0.234458044383834,0.018657578355673086,0.9154488813237689,0.7809682468688719,2.8784954854688594,3.8272234814768655,5.458747814579464,10.274808377773313,7.389343277889838,10.231813325728899
Pongamia_Pinnata_(P9),66853.0,1945.6540751254113,1.6999999929166667,0.22192156623512707,0.017659957122507966,0.9209417015522243,0.7352690573281966,2.1176823500295963,3.613547130318085,4.6840089853885525,8.867199368420339,5.8278649147909976,9.249786173802933
Pongamia_Pinnata_(P9),29985.0,1232.3666658163697,1.340782115414625,0.24810415186739612,0.01974350108565919,0.909711477172728,0.7723392072494094,2.627856951517065,3.827066468950789,5.21928245954152,9.94785204714935,6.996933387879362,9.849201130293663
Pongamia_Pinnata_(P9),27953.0,1308.4499269370551,0.9629629585048012,0.20517482608723206,0.016327293884901468,0.883414449121945,0.7383459160418805,2.151055418119584,3.860234822624112,4.686444533869424,8.960217389349932,5.764542860564076,10.310045110759006
Pongamia_Pinnata_(P9),102864.0,2284.5312754854367,1.2790697637236343,0.24767322344813056,0.019709208891636746,0.9265691431782215,0.7876233621659442,3.0497218827172077,4.2831905849279694,6.026030572651956,11.186267553180574,7.586020231180412,-11.976710066563001
Pongamia_Pinnata_(P9),90885.0,2312.0165568596753,1.1704545421293906,0.2136585102404337,0.01700240401920768,0.9031241926098226,0.7663400579490477,2.939451085069355,3.0936112601318944,4.624007746368126,8.513817836233853,6.248145053075699,8.920825370411407
Pongamia_Pinnata_(P9),48208.0,1623.94844764064,1.5046296226637517,0.22971243292197036,0.018279934594598507,0.9146066136539375,0.7636483336448239,2.4340920291987054,4.888180962284614,6.750208758008316,-14.10156506923547,10.274591050928366,-12.569590953072938
Pongamia_Pinnata_(P9),77597.0,2194.684558397461,1.7272727207300276,0.2024466428107542,0.016110191957845424,0.9268744251492866,0.6893028917172394,1.8000893460063805,3.621686723610872,4.459065741114902,8.560336860194129,5.515685855212018,8.805265092214203
Pongamia_Pinnata_(P9),68468.0,1979.0743853421943,1.545454539600551,0.21967127476452034,0.01748088461703567,0.911836778168125,0.7684096621841452,2.491909732317009,4.093433249368739,5.322011466512588,10.034655842843188,6.58209327808716,-10.854495726896737
Pongamia_Pinnata_(P9),68310.0,1993.6835123769342,1.7666666593055556,0.21596417506999777,0.017185882996576807,0.9059681697492578,0.7325418779100122,2.140575574687785,3.2823071839932476,4.3118807657676985,8.190673391428787,5.550400474703906,8.360814539513614
Pongamia_Pinnata_(P9),88818.0,2282.7556262093262,1.4615384568540435,0.21418645843983097,0.01704441680202295,0.9033196371089123,0.7567125452596943,2.3590865435330044,3.9946044155452975,5.007826981581094,9.582913688283211,6.288825876706058,-9.77907225065002
Pongamia_Pinnata_(P9),67993.0,2009.275395468971,1.4242424188475666,0.21163872445308957,0.016841674573186395,0.9083415715805657,0.7685945999454877,2.5273886079600065,4.1499935773856125,5.19784000491108,9.96526973399991,6.668878048660861,10.099779212108057
Pongamia_Pinnata_(P9),62435.0,1855.6479784710018,1.3030302980945823,0.2278488255776377,0.018131633434182056,0.921726678168184,0.782002295682978,2.83953592709945,4.005438332510213,5.753426266282477,10.702492571445877,7.33623166709633,-10.913712416767988
Pongamia_Pinnata_(P9),89081.0,2277.1525958289963,1.3846153801775147,0.21587913980373252,0.017179116105095184,0.9093702467265962,0.7717404591693002,2.775593456360672,3.41863029935184,4.901916900483835,9.13012055626329,6.318240747755948,9.347616982790507
Pongamia_Pinnata_(P9),114987.0,2665.692747092924,1.41860464703894,0.20334730770162185,0.01618186459257088,0.9298039913241114,0.7654625324067759,2.50721760095059,3.591105814578322,4.871297461707449,9.210201998450659,6.366941161117043,9.306392740650274
Pongamia_Pinnata_(P9),70443.0,1905.4053377838823,1.1999999957142857,0.24382203532558377,0.01940274107839669,0.9351751055288324,0.7700781371422247,2.4794048442326098,4.73531424212659,6.113963458729801,11.564458741581616,7.388165413666471,-12.01349511343824
Pongamia_Pinnata_(P9),45656.0,1772.5880579474292,1.6538461458949705,0.1825963472140871,0.014530555624822998,0.9038465345375676,0.725825471318438,2.0286440469705083,4.603641645496059,5.110723711312556,9.96857779388659,6.125047936666663,11.223127146079023
Pongamia_Pinnata_(P9),80871.0,2232.2703448350876,1.6969696905417815,0.20394313820077922,0.016229279277163784,0.9221322690886873,0.7326115148393761,2.1172371538468853,3.4003768619089687,4.2232409482123945,8.04580760310559,5.309969519856547,8.69292295975144
Pongamia_Pinnata_(P9),51220.0,1451.5565286548533,1.199999995,0.3054791203071551,0.024309256004123765,0.9268407433377334,0.7842168798697677,2.9127395332668984,4.004520240886765,5.712554615924281,10.597492818116192,7.209071457478579,11.041727535583112
